SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_1200_52,719400,8930900,288822191,1832300,10790,447000,6594,152400,6532,172800,
seq_1200_53,719400,9010900,289181361,1718800,10807,463300,7033,154000,6513,166100,
seq_1200_54,719400,8953600,289560040,2115300,10766,517300,6989,153700,7319,175200,
seq_1200_55,719400,8602000,289922499,1729700,10784,452300,5828,153100,6484,167300,
seq_1200_56,719400,8187900,290278353,1700700,10796,450700,7163,155300,5871,434800,
seq_1200_57,719400,8396900,290646012,2142400,10805,447600,6800,159300,6944,168300,
seq_1200_58,719400,8564700,290998258,1725500,10783,454300,7979,158900,7366,166600,
seq_1200_59,719400,8653500,291370488,2234900,10787,446700,7235,153700,5747,172200,
seq_1200_60,719400,8101700,291735029,1768400,10805,446200,7038,156200,6950,176700,
seq_1200_61,719400,8599900,292099186,1735500,10815,1360300,8079,148900,6965,155500,
seq_1200_62,719400,9457300,292460556,2020600,10769,696200,7179,197900,6732,188500,
seq_1200_63,719400,10216500,292810600,1702100,10774,450100,5975,153300,5865,164500,
seq_1200_64,719400,9294100,293163511,1682400,10786,448600,6385,152500,6613,165100,
seq_1200_65,719400,7852800,293523933,1733800,10788,475300,5872,152600,5613,209300,
seq_1200_66,719400,8355800,293890979,2807600,10794,578700,6266,153300,6711,169400,
seq_1200_67,719400,9411200,294252974,1741100,10806,447500,6311,152100,6397,182000,
seq_1200_68,719400,12324300,294609521,1718000,10782,447500,6745,154700,7512,172200,
seq_1200_69,719400,11472800,294986036,2655100,10805,462200,5462,148500,7257,169800,
seq_1200_70,719400,10100300,295349003,1830800,10764,448400,6484,154800,5827,167100,
seq_1200_71,719400,9991800,295712206,1740200,10757,451700,6414,150200,6742,167900,
seq_1200_72,719400,8008300,296076210,3019600,10778,926100,6035,226100,5819,250300,
seq_1200_73,719400,10407000,296439668,3773100,10773,793400,6925,230900,6187,253600,
seq_1200_74,719400,10890600,296806664,1800600,10821,460500,6742,151500,6319,171000,
seq_1200_75,719400,10278100,297156404,1698400,10764,450000,5907,154200,7777,177900,
seq_1200_76,719400,9130600,297517085,3417300,10773,857300,6210,233100,5836,253700,
seq_1200_77,719400,11293000,297884185,1787500,10750,459500,7533,155100,6309,167900,
seq_1200_78,719400,12358000,298248107,1753300,10806,448900,6587,152500,6206,167700,
seq_1200_79,719400,17243000,298600035,3871600,10796,761200,8825,261700,5908,254300,
seq_1200_80,719400,10728500,298958558,3351700,10808,577100,5877,189300,5272,158900,
seq_1200_81,719400,9162500,299322382,1765400,10774,452000,6380,150800,5795,162400,
seq_1200_82,719400,10747900,299683833,2901100,10803,1185600,6714,233500,6313,252100,
seq_1200_83,719400,11986000,300053971,3629600,10774,745500,7276,225300,5864,245900,
seq_1200_84,719400,12205200,300409966,1720500,10819,446400,5505,149200,5809,168300,
seq_1200_85,719400,9361300,300784223,2019600,10745,448200,6878,152400,6963,174900,
seq_1200_86,719400,12484400,301130643,4433000,10800,456000,6558,153200,5743,165800,
seq_1200_87,719400,12293400,301490244,3677000,10804,800700,6314,156100,7841,173500,
seq_1200_88,719400,11913300,301847979,1804800,10794,446900,7070,156100,7240,169500,
seq_1200_89,719400,10485900,302217172,2214600,10775,670700,6744,155300,6154,164900,
seq_1200_90,719400,9859700,302577746,1729000,10781,457300,7881,157100,7421,170300,
seq_1200_91,719400,8842000,302936259,1760500,10805,447300,7338,167800,6985,176800,
seq_1200_92,719400,8821100,303283131,1933100,10765,450600,7106,158000,6552,166400,
seq_1200_93,719400,9487400,303656382,1802400,10761,445900,6369,152900,7071,176300,
seq_1200_94,719400,8009200,304018378,2780100,10805,448200,6076,158300,7209,171300,
seq_1200_95,719400,8913500,304370420,1681200,10787,456600,6032,153400,7281,167300,
seq_1200_96,719400,10131300,304724419,1698200,10798,453500,6611,156100,7543,172900,
seq_1200_97,719400,8048500,305085237,1732400,10755,452300,7997,157800,6544,167700,
seq_1200_98,719400,7817200,305446237,1723000,10776,460900,7681,156100,6826,168300,
seq_1200_99,719400,12189200,305810644,2250000,10796,446200,7274,155600,6214,165600,
seq_1250_0,780625,10073200,306200165,1948700,11337,463200,7538,163900,6904,179500,
seq_1250_1,780625,9866500,306590118,2000800,11311,511200,7512,164400,6744,265900,
seq_1250_2,780625,10887800,306982317,1906600,11302,463500,8308,164500,7186,175300,
seq_1250_3,780625,10388100,307386283,1946400,11336,467300,6214,157500,6253,176200,
seq_1250_4,780625,9782300,307771817,2261000,11316,466400,6858,161600,6622,174200,
seq_1250_5,780625,8723100,308168171,2334700,11310,471500,5695,155100,7483,177900,
seq_1250_6,780625,10518300,308562964,2019700,11313,520500,7257,157900,7024,173500,
seq_1250_7,780625,11281000,308955247,1878800,11309,469700,6564,159900,7467,177000,
seq_1250_8,780625,9327500,309356604,2117800,11284,469900,7316,163200,6321,176500,
seq_1250_9,780625,9821800,309748160,1903600,11313,478900,6868,162400,7359,177400,
seq_1250_10,780625,8777800,310141490,1881500,11312,463300,6940,162800,6587,173200,
seq_1250_11,780625,10532200,310539192,2036100,11305,465900,7215,176000,6955,319800,
seq_1250_12,780625,9821900,310937392,1915900,11337,511000,7017,164700,7707,181000,
seq_1250_13,780625,9104400,311316849,1813900,11337,466400,7288,161200,7332,175900,
seq_1250_14,780625,9497200,311714376,3257800,11329,467100,8700,169200,6899,181900,
seq_1250_15,780625,9486700,312102864,2026800,11327,478100,9055,165900,6238,174200,
seq_1250_16,780625,9758900,312492102,1869000,11292,466400,6416,154700,7101,175400,
seq_1250_17,780625,9036400,312877521,2256200,11311,492000,6240,155000,7385,176400,
seq_1250_18,780625,8693800,313278212,2727500,11303,480800,8560,167000,6398,171400,
seq_1250_19,780625,11419500,313656803,1811900,11304,462700,6700,160600,6842,175500,
seq_1250_20,780625,10392200,314058121,1922700,11341,464300,7103,160500,6771,180800,
seq_1250_21,780625,8753400,314444456,2886200,11320,468900,8534,167600,5971,174700,
seq_1250_22,780625,9771700,314830343,1866600,11316,465300,6791,158200,5691,169100,
seq_1250_23,780625,11016100,315222761,1874900,11335,465100,6617,159700,5941,173100,
seq_1250_24,780625,9214100,315605310,2461000,11291,1076400,7797,175100,6501,200300,
seq_1250_25,780625,9397200,315996449,1872200,11300,463700,6410,167900,7400,176400,
seq_1250_26,780625,9639900,316399825,1943000,11314,506200,7204,160200,6892,174600,
seq_1250_27,780625,8657200,316796454,1899000,11290,465500,6881,167100,7941,183400,
seq_1250_28,780625,8619600,317181857,2388800,11318,474400,7248,162700,6108,177000,
seq_1250_29,780625,11356800,317571935,1898800,11320,473700,7002,166700,5753,171700,
seq_1250_30,780625,10279200,317967680,2020400,11315,472400,6787,157400,7681,178400,
seq_1250_31,780625,9127000,318360951,2238000,11326,478000,5884,208600,6699,233200,
seq_1250_32,780625,10712900,318767013,1945800,11339,474100,6986,160400,5772,170000,
seq_1250_33,780625,10011600,319163509,1985700,11292,469700,6526,154100,6502,172700,
seq_1250_34,780625,10450800,319568830,2482300,11329,471400,6391,158900,7327,178800,
seq_1250_35,780625,9493700,319959427,1900100,11332,473800,6524,159500,8875,188700,
seq_1250_36,780625,9205400,320348128,2399900,11303,690200,6195,176300,7184,224300,
seq_1250_37,780625,10029600,320739331,1874200,11311,462300,6752,161200,6160,169800,
seq_1250_38,780625,8392600,321136843,2644800,11319,564400,6834,157800,7447,175500,
seq_1250_39,780625,10203200,321518100,2288300,11296,466000,6490,168100,6976,176300,
seq_1250_40,780625,9949000,321903026,1844400,11336,1406700,7426,155000,6795,163100,
seq_1250_41,780625,8739600,322306415,2778100,11293,472400,6727,162000,7040,176200,
seq_1250_42,780625,10643500,322708611,2166900,11297,464800,7064,162600,7352,178200,
seq_1250_43,780625,10556700,323090738,1853300,11302,475900,6270,154100,6056,170600,
seq_1250_44,780625,8539000,323487362,2207900,11316,762200,6737,208500,6577,231800,
seq_1250_45,780625,9567800,323870856,1951200,11338,515800,6849,161900,6066,170200,
seq_1250_46,780625,10405400,324263053,1879400,11278,499100,7139,161400,8637,182600,
seq_1250_47,780625,9981500,324650039,2060500,11304,520100,6895,162600,5891,173100,
seq_1250_48,780625,9231500,325038044,2871200,11320,497000,5740,156100,9280,187300,
seq_1250_49,780625,9554200,325415395,1831900,11306,464200,6113,166700,6967,174600,
seq_1250_50,780625,10756700,325800427,1928000,11295,462500,6860,167100,7492,181000,
seq_1250_51,780625,9820800,326189705,1863500,11303,934100,8005,171600,7605,178400,
seq_1250_52,780625,10737700,326580596,2452300,11337,790800,5893,224600,6343,319100,
seq_1250_53,780625,10932800,326972316,1897900,11329,466500,7216,161000,5907,170300,
seq_1250_54,780625,8579600,327365902,2449500,11329,464100,7876,166500,8723,179600,
seq_1250_55,780625,9249000,327787943,2019500,11290,497900,6872,161300,6034,171000,
seq_1250_56,780625,10804500,328171653,1839400,11280,465700,5442,153800,6582,170800,
seq_1250_57,780625,8425400,328554144,1956200,11277,469300,5511,153800,7593,177200,
seq_1250_58,780625,11366000,328940019,1880100,11318,464000,5864,155000,6752,177500,
seq_1250_59,780625,9831900,329336510,1904300,11320,467000,7289,162000,7647,182100,
seq_1250_60,780625,9042300,329742360,1990000,11306,488500,6347,156000,7691,178100,
seq_1250_61,780625,8789400,330142137,1923400,11277,1062800,7477,372700,6280,196800,
seq_1250_62,780625,9217500,330533315,1875500,11313,468200,6436,155300,7245,174000,
seq_1250_63,780625,9700600,330931933,1907100,11311,469200,6672,160500,7958,178000,
seq_1250_64,780625,9231800,331317522,1845800,11298,469400,5772,155100,6635,174000,
seq_1250_65,780625,8474900,331711202,1884300,11318,846100,8409,169600,7689,300800,
seq_1250_66,780625,10288900,332090936,1819700,11287,467700,6483,158500,5676,171400,
seq_1250_67,780625,10555100,332486433,1950700,11264,465500,6096,161900,7048,174500,
seq_1250_68,780625,9240700,332878400,1896700,11311,463700,5504,152200,6542,177300,
seq_1250_69,780625,8975700,333285280,3347100,11331,464800,6892,162000,6578,217100,
seq_1250_70,780625,11083700,333664005,1912300,11290,470000,7993,167900,6212,174400,
seq_1250_71,780625,9693800,334064165,1947400,11277,470300,7076,159100,7147,175300,
seq_1250_72,780625,12785400,334449329,3288700,11302,470700,7092,162400,7233,178200,
seq_1250_73,780625,8991000,334846915,1904100,11321,463500,7242,163700,6724,175500,
seq_1250_74,780625,8479400,335220153,2102000,11259,470500,7435,265500,6206,175400,
seq_1250_75,780625,9323000,335605816,1939100,11315,470700,7564,161500,5705,170300,
seq_1250_76,780625,11006500,335993851,1884100,11322,468500,7289,161400,7199,176000,
seq_1250_77,780625,8725800,336375750,2011000,11291,540100,6497,159300,5441,169500,
seq_1250_78,780625,8739700,336776577,1947900,11323,575200,6247,159400,7025,208800,
seq_1250_79,780625,9478600,337166552,1882400,11307,467300,5855,161800,7033,175800,
seq_1250_80,780625,10817000,337544186,2271600,11304,725100,6176,182200,7620,180000,
seq_1250_81,780625,9253000,337937534,1981100,11328,463600,6053,153900,6744,175600,
seq_1250_82,780625,11193100,338327557,1883800,11284,464500,6443,158900,6659,172600,
seq_1250_83,780625,9587700,338725641,1929600,11317,464300,6489,153900,7364,178800,
seq_1250_84,780625,8893500,339122266,1897200,11311,811600,7614,234400,8403,253400,
seq_1250_85,780625,8590100,339522317,2485800,11308,519300,6851,182400,7071,282900,
seq_1250_86,780625,9483100,339913803,1910000,11305,467100,5672,152400,6582,173800,
seq_1250_87,780625,9755500,340297328,1917300,11299,465000,7565,168800,6614,176100,
seq_1250_88,780625,8552700,340699812,1956800,11312,470500,7871,161600,7076,172700,
seq_1250_89,780625,9862400,341092599,2910900,11315,469500,5654,154400,6337,175400,
seq_1250_90,780625,9066300,341484389,1907600,11324,545800,6831,169900,7743,179500,
seq_1250_91,780625,10622700,341877361,1927700,11331,464700,7484,162500,7400,183400,
seq_1250_92,780625,8296900,342272598,2510700,11313,464800,7341,161400,6912,178400,
seq_1250_93,780625,9065700,342655787,2020800,11288,461200,6390,159500,6537,180800,
seq_1250_94,780625,9538700,343035159,1819300,11327,462500,5502,153200,6319,173800,
seq_1250_95,780625,10612800,343418563,2120400,11295,505800,6406,186100,7889,177100,
seq_1250_96,780625,8741800,343812437,2031900,11358,472200,7303,160200,7553,180600,
seq_1250_97,780625,9590800,344212103,1914000,11322,466200,6080,159300,5757,170400,
seq_1250_98,780625,9120900,344593332,2464600,11345,464000,6251,162700,7044,176600,
seq_1250_99,780625,8901900,344992346,1937900,11253,465800,6901,167400,6045,174000,
seq_1300_0,844350,11167500,345418672,2092400,11816,481000,6314,164700,6903,354000,
seq_1300_1,844350,10229500,345835227,2007100,11850,506600,6545,163200,8539,187800,
seq_1300_2,844350,9561700,346252074,2030000,11849,489800,6447,165000,7405,179400,
seq_1300_3,844350,9375000,346663334,2992500,11813,522200,7776,170000,7983,183700,
seq_1300_4,844350,10415300,347088676,2226300,11814,494200,8076,171800,7269,193000,
seq_1300_5,844350,10519100,347515022,2058200,11851,484300,7114,168100,7880,185400,
seq_1300_6,844350,11717700,347941241,2112600,11851,488000,7628,171800,6671,181900,
seq_1300_7,844350,10676000,348363646,2025600,11826,491900,6702,163900,6454,184000,
seq_1300_8,844350,9813700,348783387,2025100,11866,483300,7413,351100,8422,246100,
seq_1300_9,844350,11312200,349201027,2010700,11810,485600,6542,164500,7606,183100,
seq_1300_10,844350,10765700,349617343,1999000,11837,492700,7614,166300,6553,184900,
seq_1300_11,844350,9694300,350021373,1958900,11809,1025200,7627,169900,7118,283600,
seq_1300_12,844350,10141500,350445317,2141400,11802,483700,6374,170400,6783,182500,
seq_1300_13,844350,10250200,350872359,2056500,11862,515500,7188,168300,7802,184800,
seq_1300_14,844350,10410800,351302038,2835100,11816,1421200,8772,162500,7671,172300,
seq_1300_15,844350,10889600,351714698,2023200,11867,486600,7039,165900,6037,175300,
seq_1300_16,844350,9793900,352140170,2044600,11831,485100,6801,168100,7295,185800,
seq_1300_17,844350,9495000,352562267,3140700,11833,500000,7932,170000,8074,185600,
seq_1300_18,844350,12367900,352974057,2057900,11815,486700,7545,167900,6458,179200,
seq_1300_19,844350,11739100,353402657,2939900,11811,508500,7201,167100,6857,181700,
seq_1300_20,844350,10460900,353829590,2056600,11830,484200,6469,163300,7001,181600,
seq_1300_21,844350,10118800,354246935,2364000,11826,494600,7383,170000,5745,175400,
seq_1300_22,844350,10348700,354659231,2395300,11808,513000,8174,170300,6615,187100,
seq_1300_23,844350,10682800,355082479,2072800,11862,654700,8461,171100,7371,183800,
seq_1300_24,844350,9587500,355496626,2030000,11848,500400,6063,160300,6701,182100,
seq_1300_25,844350,11677300,355921711,2067800,11825,485600,6787,167500,7288,183300,
seq_1300_26,844350,10759800,356347176,2061900,11849,487900,7019,168400,7638,187200,
seq_1300_27,844350,10157800,356771555,2377300,11823,835800,6505,233600,7580,236600,
seq_1300_28,844350,10637900,357194545,2046900,11813,493000,6950,165400,7597,184900,
seq_1300_29,844350,12443900,357608945,1994900,11859,484200,6221,164000,7184,184600,
seq_1300_30,844350,11853600,358025727,2037100,11833,483100,9284,172200,6259,178200,
seq_1300_31,844350,10845500,358449046,2040400,11816,492200,6544,163800,7787,187200,
seq_1300_32,844350,9156700,358876395,2055700,11842,673300,7827,170200,6417,236300,
seq_1300_33,844350,10523300,359290421,2039900,11824,488200,7751,168700,6300,178600,
seq_1300_34,844350,11086800,359724191,2086900,11846,485900,7191,168000,8187,186500,
seq_1300_35,844350,12315300,360149006,2413800,11827,494300,8749,175200,6443,239200,
seq_1300_36,844350,11661900,360588646,2144300,11834,487500,6969,167800,8081,185900,
seq_1300_37,844350,10051000,361024517,2456700,11819,627100,8161,172000,7582,187000,
seq_1300_38,844350,11100800,361467034,2139300,11831,490800,5837,160200,6143,379900,
seq_1300_39,844350,10465600,361878805,1983700,11855,484100,6552,166000,5986,178600,
seq_1300_40,844350,11228600,362288416,1972100,11872,485500,6548,166700,6901,184200,
seq_1300_41,844350,10251700,362709796,2084300,11822,494000,6995,166100,8608,186800,
seq_1300_42,844350,9686500,363139589,2085800,11882,491500,7174,167900,7463,183600,
seq_1300_43,844350,10303300,363561919,2070900,11814,484000,6919,167100,5497,173600,
seq_1300_44,844350,11737500,363979893,2021700,11789,488000,7489,166800,6058,180700,
seq_1300_45,844350,10844900,364400262,2870800,11830,687000,6663,171500,7255,186500,
seq_1300_46,844350,10177800,364814682,1998200,11836,481900,6177,163900,6548,183800,
seq_1300_47,844350,10270200,365245739,2248900,11852,488400,6912,167600,7132,182300,
seq_1300_48,844350,12062800,365666022,2176300,11823,481900,6293,166200,6815,181200,
seq_1300_49,844350,10319500,366082562,2084300,11822,491300,7203,175800,6169,181900,
seq_1300_50,844350,9915000,366503134,2023900,11846,482900,7494,169300,7505,184100,
seq_1300_51,844350,10146400,366931362,2147800,11827,506900,7444,167000,7226,181700,
seq_1300_52,844350,11321600,367351834,2071700,11846,496100,6450,164100,6427,181700,
seq_1300_53,844350,9946100,367778605,2071100,11836,516400,6638,163400,7016,180600,
seq_1300_54,844350,10291000,368203211,2242600,11829,483500,5894,160700,7432,184300,
seq_1300_55,844350,10975200,368631291,2086500,11836,482600,7271,167900,8015,192700,
seq_1300_56,844350,10476100,369032755,2953500,11817,712300,7244,200300,9271,191700,
seq_1300_57,844350,10492800,369456780,2070400,11831,483200,8110,171400,6411,180000,
seq_1300_58,844350,10655400,369880434,2035200,11817,855100,6785,173700,6921,181600,
seq_1300_59,844350,11307100,370300588,2198300,11838,496100,6905,167400,6923,182400,
seq_1300_60,844350,9836800,370708134,1962400,11821,482300,7188,168300,6009,182400,
seq_1300_61,844350,10987700,371125507,2016500,11847,483500,7394,173700,6537,178300,
seq_1300_62,844350,10340700,371547287,2443500,11837,488400,6490,164000,6985,182300,
seq_1300_63,844350,10855600,371959792,1987000,11804,491500,8077,170100,7214,181600,
seq_1300_64,844350,9908700,372376059,2033900,11840,489600,7089,164000,7150,184900,
seq_1300_65,844350,11717000,372795619,2172400,11800,483700,7166,170400,6503,182700,
seq_1300_66,844350,10842100,373208989,1990600,11837,490800,6348,166000,7127,185000,
seq_1300_67,844350,9494500,373628604,2015100,11822,942400,6290,253200,8210,341700,
seq_1300_68,844350,12140900,374046933,2022300,11875,487300,6023,161000,6867,183100,
seq_1300_69,844350,10737300,374471352,2043100,11807,484700,7532,164200,8360,186500,
seq_1300_70,844350,9919700,374895279,2579900,11842,493500,6895,167800,6830,179200,
seq_1300_71,844350,10341800,375327958,2083700,11816,482400,6413,167200,7097,183900,
seq_1300_72,844350,9356500,375749960,2032800,11817,623700,6132,164700,8048,185300,
seq_1300_73,844350,9993300,376182896,2371300,11856,488800,6460,171200,9125,192300,
seq_1300_74,844350,10678500,376596514,2006100,11828,484900,6515,167400,6390,179900,
seq_1300_75,844350,11097400,377028280,2108300,11836,482500,6310,162100,7308,457500,
seq_1300_76,844350,9879400,377444409,2004000,11854,482800,6974,166700,8155,188600,
seq_1300_77,844350,10620200,377867497,2628700,11824,489900,6041,164000,6415,182600,
seq_1300_78,844350,9778800,378300637,2080600,11870,482700,6048,163000,6297,428800,
seq_1300_79,844350,11196600,378712122,2076600,11871,483900,6022,162000,8486,187600,
seq_1300_80,844350,10516000,379138311,2090000,11843,483200,6056,168000,7934,184900,
seq_1300_81,844350,9704900,379560718,2822000,11861,677500,7845,240400,6857,300300,
seq_1300_82,844350,10475900,379979785,2026700,11848,482500,7544,165500,8441,191800,
seq_1300_83,844350,10371300,380412263,2080400,11855,484500,7725,167400,6297,178800,
seq_1300_84,844350,9541400,380821419,2766700,11838,1227500,7837,159800,6279,172400,
seq_1300_85,844350,10573500,381246703,2137900,11838,485000,6779,164100,7549,184400,
seq_1300_86,844350,9841300,381663767,2007900,11866,484300,7347,168600,6749,181700,
seq_1300_87,844350,11528400,382099592,2763000,11841,487200,6822,166000,6731,181200,
seq_1300_88,844350,11474700,382536089,2104000,11822,520500,7563,165200,7696,182600,
seq_1300_89,844350,12422700,382954957,2282700,11801,489300,6939,165000,8173,185100,
seq_1300_90,844350,11357500,383356081,1929800,11806,483300,5967,165300,6845,181300,
seq_1300_91,844350,10115800,383759799,1964200,11876,484300,8024,172700,6423,182200,
seq_1300_92,844350,12615600,384175962,2144900,11826,495300,6857,166600,7620,184500,
seq_1300_93,844350,10513100,384602975,2088100,11836,485800,7224,196700,6023,182100,
seq_1300_94,844350,11898000,385027830,2532400,11842,518500,5958,163500,7874,184500,
seq_1300_95,844350,11546600,385434809,3019400,11854,514200,6840,163900,6633,183000,
seq_1300_96,844350,10653300,385860563,3251700,11861,519800,6394,166700,6741,181200,
seq_1300_97,844350,10436200,386282741,2031100,11800,485000,6527,165500,7000,241100,
seq_1300_98,844350,9569900,386701718,2022100,11851,485700,7487,164800,6914,183100,
seq_1300_99,844350,9817300,387114055,2948700,11815,495500,7785,169100,6859,185200,
seq_1350_0,910575,10859700,387573639,2227000,12333,520100,7465,173000,6909,193100,
seq_1350_1,910575,11977900,388013773,4239900,12385,506900,6550,170000,6271,185100,
seq_1350_2,910575,13297900,388471302,2513900,12389,509200,7644,178600,7949,192800,
seq_1350_3,910575,10304000,388927159,2628200,12342,508000,8141,175800,7715,197700,
seq_1350_4,910575,12193400,389386570,2493500,12355,518600,6826,170000,7584,190000,
seq_1350_5,910575,10352500,389833383,2175100,12377,847300,6788,180000,8688,272300,
seq_1350_6,910575,10686500,390280516,2659500,12377,510100,5933,168500,6830,188700,
seq_1350_7,910575,11221400,390727004,2182600,12350,523200,6018,168400,7357,190100,
seq_1350_8,910575,13879700,391162340,2109400,12352,519600,7844,174900,7336,188500,
seq_1350_9,910575,12060700,391631074,2272400,12396,523200,7775,177500,6924,190200,
seq_1350_10,910575,11424000,392077478,2267700,12379,508800,8118,178500,6269,186500,
seq_1350_11,910575,11411300,392534172,2471200,12384,509500,7660,179400,8010,191200,
seq_1350_12,910575,14337600,393005144,2281900,12394,519200,7393,176300,7463,192900,
seq_1350_13,910575,13881100,393454178,2172800,12392,513600,8310,181300,8170,191200,
seq_1350_14,910575,15442200,393904012,3120400,12389,1128700,6206,175300,8278,192300,
seq_1350_15,910575,15616500,394357072,2184300,12364,505600,6792,176900,7224,192300,
seq_1350_16,910575,11110400,394800857,2144900,12399,514200,8216,176600,7822,192700,
seq_1350_17,910575,11542200,395257490,2205600,12346,513300,7471,177600,8012,194300,
seq_1350_18,910575,9843800,395735913,2889000,12391,512000,7096,171900,7908,194200,
seq_1350_19,910575,10952500,396200404,2249700,12395,534800,8294,179200,7384,189200,
seq_1350_20,910575,10252800,396667099,2273200,12377,506300,6411,617100,6318,189400,
seq_1350_21,910575,11530300,397118328,2182800,12368,508800,7833,179900,7225,190200,
seq_1350_22,910575,12414500,397570091,2213400,12346,518500,8528,180100,6567,184800,
seq_1350_23,910575,10668500,398023850,2302600,12373,506800,7499,176600,7412,187100,
seq_1350_24,910575,12253700,398487945,2240900,12338,504000,8574,173800,8249,219400,
seq_1350_25,910575,10514200,398959567,2835000,12338,509600,8420,178200,6054,187200,
seq_1350_26,910575,11278500,399406765,2189300,12370,512000,9168,183500,8269,195400,
seq_1350_27,910575,11159800,399850896,2211100,12318,516500,7305,544800,7044,260200,
seq_1350_28,910575,14949800,400288400,2152300,12367,506600,8335,177900,8292,203800,
seq_1350_29,910575,11059900,400751743,2687400,12371,505600,8427,178600,7813,193600,
seq_1350_30,910575,10739000,401191229,2116500,12363,509300,7575,175800,8166,196900,
seq_1350_31,910575,10559700,401640475,2175000,12355,1035800,7373,175900,7290,190000,
seq_1350_32,910575,10900000,402104670,2396700,12389,513300,8425,184000,7737,194200,
seq_1350_33,910575,12383300,402561605,2212200,12356,508400,6948,170900,7958,192400,
seq_1350_34,910575,11065900,403021392,2222200,12380,512000,10093,182500,6980,186300,
seq_1350_35,910575,11677700,403474102,2196100,12340,504400,7630,171500,7441,197100,
seq_1350_36,910575,11309100,403945752,2550000,12320,515700,8112,181800,6743,190300,
seq_1350_37,910575,11606200,404400987,2198700,12381,529300,6280,172900,6768,186700,
seq_1350_38,910575,10053500,404854710,2695900,12356,509100,7869,175200,8370,193100,
seq_1350_39,910575,11208200,405315536,2242900,12388,507600,7333,175200,7372,191900,
seq_1350_40,910575,11558200,405782151,2266600,12373,517800,6054,472900,8542,245400,
seq_1350_41,910575,11700500,406242167,2223700,12347,510500,7596,178200,8814,196600,
seq_1350_42,910575,13449800,406696546,2218500,12366,506100,9072,186200,5987,187500,
seq_1350_43,910575,10936700,407155987,2215700,12373,506300,6813,171900,8351,286400,
seq_1350_44,910575,11795100,407621055,2289000,12385,511500,7789,177500,8361,191900,
seq_1350_45,910575,10828000,408087142,2530800,12380,518300,6804,173600,7428,190100,
seq_1350_46,910575,13494100,408536286,2303500,12376,514200,6458,168900,6735,188400,
seq_1350_47,910575,15717400,408994355,4477900,12336,844100,7077,248300,7449,190900,
seq_1350_48,910575,16258800,409455030,4483400,12394,858900,6889,252200,6519,283100,
seq_1350_49,910575,13641200,409910823,2248000,12397,1333400,7974,162900,8078,184100,
seq_1350_50,910575,12530800,410380074,2385400,12360,520200,7257,172700,7433,190900,
seq_1350_51,910575,15318500,410830444,2894000,12372,507500,7813,179900,7866,195300,
seq_1350_52,910575,12569000,411272187,2574300,12381,800100,7532,279600,8678,331400,
seq_1350_53,910575,13171900,411718038,3283900,12340,850500,7343,241400,6946,261000,
seq_1350_54,910575,14813700,412178461,3169700,12350,874300,8251,263200,8208,306400,
seq_1350_55,910575,11104300,412629443,4638500,12387,860200,9087,181100,7340,189500,
seq_1350_56,910575,14063800,413085574,2258200,12385,508200,7266,175600,7810,196100,
seq_1350_57,910575,14211500,413540772,2254100,12395,507400,7866,181300,6880,210200,
seq_1350_58,910575,12385500,414005006,2856100,12368,511800,8238,593600,7081,384500,
seq_1350_59,910575,13635200,414455888,2261700,12390,515000,8774,179400,9105,284000,
seq_1350_60,910575,11639000,414921127,2617200,12375,516500,7693,181700,7654,188500,
seq_1350_61,910575,14918500,415383901,5392400,12346,836300,7177,250500,7466,274400,
seq_1350_62,910575,11546400,415846606,2284400,12385,534900,8284,181100,7949,200000,
seq_1350_63,910575,13152400,416303409,2259500,12372,513300,9170,180900,9768,197100,
seq_1350_64,910575,12625100,416755203,2361900,12348,513000,7607,177900,7822,193300,
seq_1350_65,910575,12006800,417223096,2262900,12378,516200,7576,176400,8432,195600,
seq_1350_66,910575,11501500,417679852,2701900,12383,504600,6682,171300,8786,199500,
seq_1350_67,910575,10775500,418130140,2289000,12353,511000,7983,176900,7886,190800,
seq_1350_68,910575,11004200,418591336,2223000,12326,509100,6685,170400,7996,189400,
seq_1350_69,910575,10518300,419041891,2629100,12359,840500,6008,210400,8048,194600,
seq_1350_70,910575,12223100,419507720,2318100,12378,516600,7034,177900,8346,210500,
seq_1350_71,910575,10487800,419962272,2507100,12346,512300,6750,169300,9002,197400,
seq_1350_72,910575,11590000,420421430,2316700,12374,513400,7698,177700,7733,191900,
seq_1350_73,910575,11620700,420861335,3095400,12366,507900,9121,179800,7461,190700,
seq_1350_74,910575,11459800,421316019,2241100,12345,517800,7322,173500,6210,188200,
seq_1350_75,910575,11166500,421767346,2196000,12388,515700,7221,174600,7088,189100,
seq_1350_76,910575,11008600,422219408,2993700,12370,507200,8407,178600,7832,190700,
seq_1350_77,910575,10788800,422680108,2295400,12375,508500,9412,179300,8157,197700,
seq_1350_78,910575,10774400,423128787,2164300,12389,510300,6448,169100,6985,190200,
seq_1350_79,910575,11544300,423579836,2199400,12370,615200,8102,178000,8922,194800,
seq_1350_80,910575,12779600,424043846,2244500,12375,520000,8116,173100,7615,190800,
seq_1350_81,910575,11941900,424502240,2229400,12373,512800,7884,173200,7092,187500,
